;text
78212;Asi como canal N, refresca  la memoria sobre el pasado de Héctor Bejar, debería hacer lo mismo cada vez que se pronuncia el ASESINO, DICTADOR y LADRON de Alberto Fujimori. #VacanciaPedroCastillo https://t.co/RnlAAggY93
18117;"Congresistas sin honor. Hacen juego con el Lápiz para no perder su sueldo. Políticos de siempre. No les importa el país. Vendidos. Solo hacen la finta y sacan sus cuentas.

Con el TERRORISMO no se dialoga. Dejen de estafar la pueblo.

#VacanciaPedroCastillo"
29449;"Mucha marcha, nada de resultados.

Es una FALTA DE RESPETO que el @congresoperu diga que va dialogar con TERRORISTAS.

¿Tanto temen perder sus escaños? Uds fueron puestos en el poder por el pueblo y el pueblo exige VACANCIA. 

¿O ya los están corrompiendo?

#VacanciaPedroCastillo"
57024;@YeseniaPonceV Castillo está contradiciendo su primer discurso y a hecho lo que dijo que no haría. Terorristas asesinos en el Gobierno es un atentado a la ciudadanía, si así empieza yo no quiero ver el final. #VacanciaPedroCastillo
61540;Los medios no lo van a decir porque están en campaña por la #VacanciaPedroCastillo, pero es un GOLAZO que hoy los ministros y ministras estén haciendo actividades en la calle, con la gente, ensuciándose los zapatos. Ante los ataques, más humildad, más trabajo, más PUEBLO. https://t.co/9SeiOTVY3w
19680;"Que humillante es ver a Guido Bellido utilizar los helicópteros de la Fuerza Aérea y tener a 2 cobardes militares de seguridad !
#VacanciaPedroCastillo"
77313;Tenemos que salir a la calle a sacar esos ministros de Pedro Castillo todos son criminales, terroristas,  borrachos y corruptos y #VacanciaPedroCastillo https://t.co/5rF6jP4Rjx
54465;"Orgullo peruano...La verdadera Generación Bicentenario, los que defienden la democracia!

 #VacanciaPedroCastillo https://t.co/1drMd4I20W"
24772;"@butters_of ES AHORA O NUNCA!!
De una vez por todas,CARAJOOO!
CON EL COMUNISMO SE PELEA 
HASTA EXTERMINARLO!!
SE PELEA HASTA NO DEJAR 
NI UN VESTIGIO!
Porque si no lo hacemos, ellos nos
aniquilaran a NOSOTROS Y A 
NUESTROS HIJOS!!
#VacanciaPresidencialYa
#VacanciaPedroCastillo 
#VacanciaYa"
39968;"Orgullo peruano...La verdadera Generación Bicentenario, los que defienden la democracia!

 #VacanciaPedroCastillo https://t.co/1drMd4I20W"
60837;"El Presidente de las Rondas Campesinas quiere mandar 40Mil ronderos a Lima para luchar contra ""la inseguridad ciudadana"". Si a él le gusta que lo agarren a chicotazos que los mande a su pueblo. ¡En Lima NO los queremos!
#VacanciaPedroCastillo"
86496;"@lunatico456 Los zurdos salen con unas cojudeces increíbles, no saben nada de economía.
WONG
#VacanciaPedroCastillo"
17344;#VacanciaPedroCastillo | Menos de una semana de Gobierno y punto.
59008;"Congresistas sin honor. Hacen juego con el Lápiz para no perder su sueldo. Políticos de siempre. No les importa el país. Vendidos. Solo hacen la finta y sacan sus cuentas.

Con el TERRORISMO no se dialoga. Dejen de estafar la pueblo.

#VacanciaPedroCastillo"
43585;Asi como canal N, refresca  la memoria sobre el pasado de Héctor Bejar, debería hacer lo mismo cada vez que se pronuncia el ASESINO, DICTADOR y LADRON de Alberto Fujimori. #VacanciaPedroCastillo https://t.co/RnlAAggY93
78084;"Haber sabido que era el único requisito decente y lanzábamos a Tulio Loza a candidato presidencial o recomendábamos como Premier. Sin duda lo haría 1,000 veces mejor que el Prosor y todo su gabinete junto.
#AsumeTuVoto 
#AsumeTuVotoIdiota 
#VacanciaYa 
#VacanciaPedroCastillo https://t.co/5Hgx3WtcHj"
68226;#VacanciaPedroCastillo damnificados por terremoto ocurrido en Sullana Piura el 30/7 último, hta el momento no reciben ni frazadas d gobierno. https://t.co/rzmGpLqDoa
83904;"Congresistas sin honor. Hacen juego con el Lápiz para no perder su sueldo. Políticos de siempre. No les importa el país. Vendidos. Solo hacen la finta y sacan sus cuentas.

Con el TERRORISMO no se dialoga. Dejen de estafar la pueblo.

#VacanciaPedroCastillo"
75104;"Mucha marcha, nada de resultados.

Es una FALTA DE RESPETO que el @congresoperu diga que va dialogar con TERRORISTAS.

¿Tanto temen perder sus escaños? Uds fueron puestos en el poder por el pueblo y el pueblo exige VACANCIA. 

¿O ya los están corrompiendo?

#VacanciaPedroCastillo"
52196;"Congresistas sin honor. Hacen juego con el Lápiz para no perder su sueldo. Políticos de siempre. No les importa el país. Vendidos. Solo hacen la finta y sacan sus cuentas.

Con el TERRORISMO no se dialoga. Dejen de estafar la pueblo.

#VacanciaPedroCastillo"
80036;"Orgullo peruano...La verdadera Generación Bicentenario, los que defienden la democracia!

 #VacanciaPedroCastillo https://t.co/1drMd4I20W"
48099;Los medios no lo van a decir porque están en campaña por la #VacanciaPedroCastillo, pero es un GOLAZO que hoy los ministros y ministras estén haciendo actividades en la calle, con la gente, ensuciándose los zapatos. Ante los ataques, más humildad, más trabajo, más PUEBLO. https://t.co/9SeiOTVY3w
